STATE,month,STAT_CAUSE_DESCR,size,id,val
CO,9,Railroad,1,CO,8
CO,9,Children,1,CO,8
CO,9,Powerline,1,CO,8
CO,10,Children,1,CO,8
CO,5,Powerline,1,CO,8
CO,6,Structure,1,CO,8
CO,4,Children,1,CO,8
CO,12,Equipment Use,1,CO,8
CO,12,Lightning,1,CO,8
CO,12,Campfire,1,CO,8
CO,12,Arson,1,CO,8
CO,11,Smoking,1,CO,8
UT,8,Lightning,1231,UT,49
UT,7,Lightning,1213,UT,49
UT,9,Lightning,307,UT,49
UT,6,Lightning,283,UT,49
UT,6,Miscellaneous,159,UT,49
UT,7,Miscellaneous,131,UT,49
UT,7,Campfire,121,UT,49
UT,6,Campfire,102,UT,49
UT,8,Miscellaneous,91,UT,49
UT,5,Lightning,88,UT,49
UT,7,Equipment Use,86,UT,49
UT,6,Equipment Use,85,UT,49
UT,8,Equipment Use,74,UT,49
UT,8,Campfire,71,UT,49
UT,4,Debris Burning,68,UT,49
UT,5,Miscellaneous,61,UT,49
UT,6,Debris Burning,58,UT,49
UT,9,Miscellaneous,52,UT,49
UT,7,Debris Burning,52,UT,49
UT,5,Debris Burning,49,UT,49
UT,3,Debris Burning,43,UT,49
UT,9,Campfire,41,UT,49
UT,10,Lightning,40,UT,49
UT,7,Fireworks,34,UT,49
UT,10,Campfire,33,UT,49
UT,9,Equipment Use,32,UT,49
UT,10,Miscellaneous,32,UT,49
UT,5,Campfire,30,UT,49
UT,5,Equipment Use,27,UT,49
UT,4,Arson,27,UT,49
UT,6,Powerline,24,UT,49
UT,4,Equipment Use,24,UT,49
UT,8,Debris Burning,23,UT,49
UT,6,Arson,23,UT,49
UT,4,Miscellaneous,22,UT,49
UT,10,Debris Burning,22,UT,49
UT,3,Miscellaneous,21,UT,49
UT,4,Lightning,18,UT,49
UT,6,Children,18,UT,49
UT,4,Campfire,17,UT,49
UT,7,Arson,17,UT,49
UT,11,Debris Burning,17,UT,49
UT,8,Arson,17,UT,49
UT,7,Children,15,UT,49
UT,9,Debris Burning,15,UT,49
UT,6,Railroad,11,UT,49
UT,5,Arson,11,UT,49
UT,7,Powerline,11,UT,49
UT,3,Campfire,10,UT,49
UT,2,Equipment Use,10,UT,49
UT,6,Fireworks,9,UT,49
UT,10,Equipment Use,9,UT,49
UT,3,Arson,8,UT,49
UT,2,Miscellaneous,8,UT,49
UT,3,Equipment Use,8,UT,49
UT,9,Children,8,UT,49
UT,11,Miscellaneous,7,UT,49
UT,9,Arson,7,UT,49
UT,8,Powerline,7,UT,49
UT,5,Railroad,7,UT,49
UT,8,Railroad,6,UT,49
UT,5,Powerline,6,UT,49
UT,1,Miscellaneous,6,UT,49
UT,1,Debris Burning,6,UT,49
UT,5,Fireworks,5,UT,49
UT,7,Structure,5,UT,49
UT,8,Children,5,UT,49
UT,8,Fireworks,5,UT,49
UT,9,Powerline,5,UT,49
UT,2,Arson,4,UT,49
UT,2,Campfire,4,UT,49
UT,3,Powerline,4,UT,49
UT,11,Campfire,4,UT,49
UT,12,Debris Burning,4,UT,49
UT,5,Structure,4,UT,49
UT,1,Equipment Use,3,UT,49
UT,2,Debris Burning,3,UT,49
UT,3,Lightning,3,UT,49
UT,11,Equipment Use,3,UT,49
UT,6,Smoking,3,UT,49
UT,6,Structure,3,UT,49
UT,7,Railroad,3,UT,49
UT,8,Structure,3,UT,49
UT,3,Railroad,2,UT,49
UT,4,Children,2,UT,49
UT,4,Powerline,2,UT,49
UT,8,Smoking,2,UT,49
UT,7,Smoking,2,UT,49
UT,4,Structure,2,UT,49
UT,5,Children,2,UT,49
UT,2,Lightning,2,UT,49
UT,1,Arson,2,UT,49
UT,9,Structure,2,UT,49
UT,10,Railroad,2,UT,49
UT,11,Lightning,2,UT,49
UT,12,Campfire,2,UT,49
UT,4,Fireworks,1,UT,49
UT,4,Railroad,1,UT,49
UT,3,Fireworks,1,UT,49
UT,1,Children,1,UT,49
UT,1,Fireworks,1,UT,49
UT,1,Smoking,1,UT,49
UT,1,Structure,1,UT,49
UT,2,Powerline,1,UT,49
UT,9,Railroad,1,UT,49
UT,10,Children,1,UT,49
UT,10,Powerline,1,UT,49
UT,10,Smoking,1,UT,49
UT,10,Structure,1,UT,49
UT,11,Arson,1,UT,49
UT,11,Children,1,UT,49
UT,11,Railroad,1,UT,49
UT,9,Fireworks,1,UT,49
UT,11,Structure,1,UT,49
UT,12,Arson,1,UT,49
UT,12,Miscellaneous,1,UT,49
UT,12,Railroad,1,UT,49
SC,3,Debris Burning,1038,SC,45
SC,2,Debris Burning,931,SC,45
SC,1,Debris Burning,613,SC,45
SC,4,Debris Burning,449,SC,45
SC,3,Arson,444,SC,45
SC,2,Arson,329,SC,45
SC,11,Debris Burning,280,SC,45
SC,5,Debris Burning,247,SC,45
SC,6,Debris Burning,240,SC,45
SC,4,Arson,234,SC,45
SC,7,Debris Burning,215,SC,45
SC,1,Arson,211,SC,45
SC,12,Debris Burning,200,SC,45
SC,2,Miscellaneous,166,SC,45
SC,3,Miscellaneous,144,SC,45
SC,10,Debris Burning,140,SC,45
SC,7,Lightning,136,SC,45
SC,9,Debris Burning,136,SC,45
SC,5,Arson,135,SC,45
SC,6,Lightning,132,SC,45
SC,8,Debris Burning,127,SC,45
SC,11,Arson,118,SC,45
SC,2,Equipment Use,114,SC,45
SC,7,Arson,114,SC,45
SC,4,Miscellaneous,105,SC,45
SC,3,Equipment Use,95,SC,45
SC,6,Arson,90,SC,45
SC,1,Miscellaneous,90,SC,45
SC,12,Arson,89,SC,45
SC,1,Equipment Use,87,SC,45
SC,7,Miscellaneous,83,SC,45
SC,6,Equipment Use,81,SC,45
SC,2,Children,80,SC,45
SC,10,Arson,78,SC,45
SC,3,Children,74,SC,45
SC,11,Miscellaneous,73,SC,45
SC,6,Miscellaneous,69,SC,45
SC,4,Equipment Use,69,SC,45
SC,1,Children,69,SC,45
SC,5,Miscellaneous,63,SC,45
SC,4,Children,57,SC,45
SC,5,Equipment Use,55,SC,45
SC,11,Equipment Use,50,SC,45
SC,10,Miscellaneous,50,SC,45
SC,2,Smoking,50,SC,45
SC,3,Powerline,46,SC,45
SC,3,Smoking,45,SC,45
SC,7,Equipment Use,44,SC,45
SC,12,Miscellaneous,43,SC,45
SC,8,Miscellaneous,41,SC,45
SC,8,Lightning,41,SC,45
SC,9,Miscellaneous,41,SC,45
SC,8,Arson,40,SC,45
SC,7,Fireworks,40,SC,45
SC,9,Arson,40,SC,45
SC,2,Powerline,39,SC,45
SC,9,Equipment Use,36,SC,45
SC,5,Lightning,35,SC,45
SC,11,Children,33,SC,45
SC,10,Equipment Use,33,SC,45
SC,7,Children,30,SC,45
SC,2,Structure,28,SC,45
SC,6,Children,28,SC,45
SC,8,Equipment Use,26,SC,45
SC,6,Powerline,25,SC,45
SC,12,Equipment Use,24,SC,45
SC,4,Powerline,24,SC,45
SC,4,Lightning,23,SC,45
SC,10,Children,23,SC,45
SC,8,Children,22,SC,45
SC,5,Children,22,SC,45
SC,1,Powerline,21,SC,45
SC,1,Smoking,20,SC,45
SC,7,Powerline,19,SC,45
SC,4,Smoking,18,SC,45
SC,4,Structure,18,SC,45
SC,5,Railroad,18,SC,45
SC,12,Children,17,SC,45
SC,11,Structure,17,SC,45
SC,3,Structure,17,SC,45
SC,1,Fireworks,16,SC,45
SC,11,Campfire,16,SC,45
SC,7,Smoking,16,SC,45
SC,5,Structure,15,SC,45
SC,3,Lightning,15,SC,45
SC,2,Campfire,14,SC,45
SC,4,Campfire,14,SC,45
SC,11,Smoking,14,SC,45
SC,1,Campfire,14,SC,45
SC,3,Campfire,13,SC,45
SC,8,Powerline,13,SC,45
SC,11,Powerline,12,SC,45
SC,9,Children,12,SC,45
SC,9,Lightning,12,SC,45
SC,7,Structure,12,SC,45
SC,6,Structure,12,SC,45
SC,5,Smoking,11,SC,45
SC,7,Railroad,11,SC,45
SC,8,Railroad,11,SC,45
SC,1,Structure,11,SC,45
SC,12,Smoking,11,SC,45
SC,3,Railroad,10,SC,45
SC,10,Powerline,10,SC,45
SC,8,Structure,10,SC,45
SC,10,Structure,10,SC,45
SC,9,Structure,9,SC,45
SC,5,Powerline,9,SC,45
SC,9,Powerline,9,SC,45
SC,11,Railroad,8,SC,45
SC,9,Smoking,8,SC,45
SC,4,Fireworks,8,SC,45
SC,2,Railroad,8,SC,45
SC,4,Railroad,7,SC,45
SC,12,Campfire,7,SC,45
SC,6,Campfire,7,SC,45
SC,5,Campfire,7,SC,45
SC,12,Powerline,7,SC,45
SC,6,Railroad,5,SC,45
SC,7,Campfire,5,SC,45
SC,10,Smoking,5,SC,45
SC,10,Campfire,5,SC,45
SC,11,Lightning,5,SC,45
SC,1,Railroad,4,SC,45
SC,12,Fireworks,4,SC,45
SC,6,Smoking,4,SC,45
SC,8,Smoking,4,SC,45
SC,12,Railroad,3,SC,45
SC,6,Fireworks,3,SC,45
SC,9,Railroad,3,SC,45
SC,8,Campfire,3,SC,45
SC,2,Fireworks,3,SC,45
SC,3,Fireworks,3,SC,45
SC,12,Structure,2,SC,45
SC,5,Fireworks,2,SC,45
SC,10,Railroad,2,SC,45
SC,10,Lightning,2,SC,45
SC,9,Campfire,1,SC,45
SC,8,Fireworks,1,SC,45
SC,2,Lightning,1,SC,45
SC,9,Fireworks,1,SC,45
KY,3,Debris Burning,996,KY,21
KY,4,Debris Burning,898,KY,21
KY,11,Debris Burning,820,KY,21
KY,2,Debris Burning,363,KY,21
KY,3,Campfire,328,KY,21
KY,4,Campfire,254,KY,21
KY,10,Debris Burning,194,KY,21
KY,11,Campfire,171,KY,21
KY,12,Debris Burning,159,KY,21
KY,2,Campfire,144,KY,21
KY,4,Miscellaneous,95,KY,21
KY,11,Miscellaneous,92,KY,21
KY,1,Debris Burning,85,KY,21
KY,3,Miscellaneous,81,KY,21
KY,10,Campfire,59,KY,21
KY,6,Debris Burning,45,KY,21
KY,3,Arson,45,KY,21
KY,5,Debris Burning,42,KY,21
KY,4,Arson,41,KY,21
KY,1,Campfire,36,KY,21
KY,2,Miscellaneous,32,KY,21
KY,6,Miscellaneous,31,KY,21
KY,11,Arson,29,KY,21
KY,10,Miscellaneous,23,KY,21
KY,4,Railroad,22,KY,21
KY,5,Campfire,19,KY,21
KY,7,Debris Burning,18,KY,21
KY,3,Railroad,17,KY,21
KY,7,Miscellaneous,17,KY,21
KY,6,Campfire,16,KY,21
KY,12,Campfire,15,KY,21
KY,6,Railroad,14,KY,21
KY,2,Arson,13,KY,21
KY,8,Campfire,13,KY,21
KY,5,Miscellaneous,13,KY,21
KY,2,Railroad,13,KY,21
KY,7,Lightning,12,KY,21
KY,4,Equipment Use,12,KY,21
KY,1,Miscellaneous,11,KY,21
KY,12,Arson,10,KY,21
KY,11,Railroad,10,KY,21
KY,8,Debris Burning,10,KY,21
KY,3,Smoking,10,KY,21
KY,9,Campfire,9,KY,21
KY,7,Campfire,9,KY,21
KY,3,Equipment Use,9,KY,21
KY,12,Miscellaneous,9,KY,21
KY,10,Railroad,9,KY,21
KY,8,Miscellaneous,8,KY,21
KY,11,Equipment Use,7,KY,21
KY,9,Debris Burning,6,KY,21
KY,10,Arson,6,KY,21
KY,4,Lightning,5,KY,21
KY,4,Smoking,5,KY,21
KY,9,Miscellaneous,5,KY,21
KY,10,Equipment Use,5,KY,21
KY,1,Arson,4,KY,21
KY,4,Children,4,KY,21
KY,11,Children,4,KY,21
KY,9,Railroad,3,KY,21
KY,8,Lightning,3,KY,21
KY,8,Arson,3,KY,21
KY,7,Railroad,3,KY,21
KY,7,Children,3,KY,21
KY,6,Equipment Use,3,KY,21
KY,5,Arson,3,KY,21
KY,2,Lightning,3,KY,21
KY,3,Children,2,KY,21
KY,1,Equipment Use,2,KY,21
KY,6,Arson,2,KY,21
KY,12,Railroad,2,KY,21
KY,10,Children,2,KY,21
KY,9,Lightning,2,KY,21
KY,9,Arson,2,KY,21
KY,8,Railroad,2,KY,21
KY,7,Smoking,2,KY,21
KY,6,Smoking,2,KY,21
KY,6,Lightning,2,KY,21
KY,11,Lightning,2,KY,21
KY,3,Lightning,2,KY,21
KY,2,Equipment Use,1,KY,21
KY,2,Children,1,KY,21
KY,1,Railroad,1,KY,21
KY,2,Smoking,1,KY,21
KY,7,Powerline,1,KY,21
KY,7,Equipment Use,1,KY,21
KY,5,Railroad,1,KY,21
KY,5,Lightning,1,KY,21
KY,5,Equipment Use,1,KY,21
KY,4,Powerline,1,KY,21
KY,3,Fireworks,1,KY,21
KY,8,Equipment Use,1,KY,21
KY,11,Smoking,1,KY,21
KY,10,Smoking,1,KY,21
KY,10,Lightning,1,KY,21
KS,3,Debris Burning,952,KS,20
KS,3,Miscellaneous,827,KS,20
KS,1,Miscellaneous,293,KS,20
KS,4,Miscellaneous,268,KS,20
KS,2,Miscellaneous,233,KS,20
KS,11,Miscellaneous,232,KS,20
KS,10,Miscellaneous,210,KS,20
KS,4,Debris Burning,196,KS,20
KS,3,Arson,194,KS,20
KS,1,Debris Burning,189,KS,20
KS,3,Smoking,131,KS,20
KS,7,Miscellaneous,124,KS,20
KS,12,Miscellaneous,114,KS,20
KS,2,Debris Burning,109,KS,20
KS,9,Miscellaneous,109,KS,20
KS,3,Equipment Use,100,KS,20
KS,6,Miscellaneous,93,KS,20
KS,11,Debris Burning,85,KS,20
KS,8,Miscellaneous,75,KS,20
KS,10,Debris Burning,64,KS,20
KS,7,Fireworks,59,KS,20
KS,5,Miscellaneous,58,KS,20
KS,10,Equipment Use,56,KS,20
KS,1,Equipment Use,55,KS,20
KS,4,Arson,52,KS,20
KS,11,Equipment Use,44,KS,20
KS,1,Smoking,40,KS,20
KS,1,Arson,39,KS,20
KS,2,Arson,38,KS,20
KS,2,Equipment Use,38,KS,20
KS,9,Equipment Use,37,KS,20
KS,2,Smoking,37,KS,20
KS,6,Equipment Use,35,KS,20
KS,7,Equipment Use,34,KS,20
KS,4,Equipment Use,31,KS,20
KS,4,Smoking,31,KS,20
KS,12,Debris Burning,28,KS,20
KS,8,Equipment Use,26,KS,20
KS,7,Lightning,24,KS,20
KS,8,Debris Burning,24,KS,20
KS,10,Smoking,22,KS,20
KS,8,Lightning,21,KS,20
KS,7,Arson,21,KS,20
KS,9,Debris Burning,21,KS,20
KS,3,Children,21,KS,20
KS,3,Structure,20,KS,20
KS,6,Debris Burning,19,KS,20
KS,10,Arson,19,KS,20
KS,12,Equipment Use,19,KS,20
KS,11,Arson,19,KS,20
KS,10,Powerline,17,KS,20
KS,11,Powerline,17,KS,20
KS,3,Powerline,17,KS,20
KS,4,Lightning,17,KS,20
KS,5,Debris Burning,17,KS,20
KS,6,Arson,16,KS,20
KS,12,Arson,15,KS,20
KS,11,Smoking,15,KS,20
KS,9,Lightning,14,KS,20
KS,12,Powerline,13,KS,20
KS,1,Powerline,12,KS,20
KS,7,Debris Burning,12,KS,20
KS,12,Smoking,11,KS,20
KS,4,Powerline,10,KS,20
KS,9,Arson,10,KS,20
KS,6,Smoking,10,KS,20
KS,1,Structure,10,KS,20
KS,5,Arson,8,KS,20
KS,6,Powerline,8,KS,20
KS,3,Fireworks,7,KS,20
KS,2,Children,7,KS,20
KS,6,Lightning,7,KS,20
KS,7,Powerline,7,KS,20
KS,7,Smoking,7,KS,20
KS,4,Structure,6,KS,20
KS,8,Arson,6,KS,20
KS,9,Powerline,6,KS,20
KS,9,Smoking,6,KS,20
KS,10,Lightning,6,KS,20
KS,12,Structure,6,KS,20
KS,10,Structure,5,KS,20
KS,11,Structure,5,KS,20
KS,8,Smoking,5,KS,20
KS,2,Structure,5,KS,20
KS,1,Children,5,KS,20
KS,6,Fireworks,4,KS,20
KS,10,Children,4,KS,20
KS,8,Powerline,4,KS,20
KS,5,Equipment Use,4,KS,20
KS,2,Powerline,4,KS,20
KS,12,Children,3,KS,20
KS,7,Structure,3,KS,20
KS,5,Smoking,3,KS,20
KS,5,Lightning,3,KS,20
KS,5,Children,3,KS,20
KS,4,Fireworks,3,KS,20
KS,1,Fireworks,3,KS,20
KS,2,Campfire,2,KS,20
KS,2,Fireworks,2,KS,20
KS,4,Children,2,KS,20
KS,6,Structure,2,KS,20
KS,7,Children,2,KS,20
KS,8,Fireworks,2,KS,20
KS,9,Structure,2,KS,20
KS,11,Lightning,2,KS,20
KS,11,Fireworks,1,KS,20
KS,11,Children,1,KS,20
KS,9,Children,1,KS,20
KS,6,Children,1,KS,20
KS,5,Structure,1,KS,20
KS,4,Campfire,1,KS,20
KS,3,Lightning,1,KS,20
KS,3,Campfire,1,KS,20
MN,4,Arson,854,MN,27
MN,4,Debris Burning,574,MN,27
MN,5,Debris Burning,480,MN,27
MN,4,Miscellaneous,443,MN,27
MN,5,Arson,442,MN,27
MN,4,Children,401,MN,27
MN,5,Miscellaneous,323,MN,27
MN,3,Arson,234,MN,27
MN,3,Debris Burning,222,MN,27
MN,5,Children,200,MN,27
MN,4,Equipment Use,163,MN,27
MN,10,Debris Burning,162,MN,27
MN,10,Arson,149,MN,27
MN,5,Equipment Use,137,MN,27
MN,10,Miscellaneous,131,MN,27
MN,3,Children,128,MN,27
MN,3,Miscellaneous,110,MN,27
MN,10,Children,93,MN,27
MN,5,Campfire,91,MN,27
MN,9,Debris Burning,91,MN,27
MN,10,Equipment Use,89,MN,27
MN,9,Arson,89,MN,27
MN,4,Campfire,86,MN,27
MN,9,Equipment Use,71,MN,27
MN,11,Debris Burning,67,MN,27
MN,4,Powerline,67,MN,27
MN,9,Miscellaneous,67,MN,27
MN,11,Arson,57,MN,27
MN,10,Campfire,50,MN,27
MN,11,Miscellaneous,46,MN,27
MN,9,Children,45,MN,27
MN,3,Equipment Use,43,MN,27
MN,9,Campfire,41,MN,27
MN,8,Debris Burning,40,MN,27
MN,8,Equipment Use,39,MN,27
MN,4,Railroad,39,MN,27
MN,6,Miscellaneous,38,MN,27
MN,7,Arson,38,MN,27
MN,6,Debris Burning,38,MN,27
MN,7,Equipment Use,37,MN,27
MN,5,Powerline,37,MN,27
MN,9,Lightning,35,MN,27
MN,8,Arson,34,MN,27
MN,8,Campfire,34,MN,27
MN,3,Campfire,33,MN,27
MN,5,Railroad,32,MN,27
MN,6,Equipment Use,32,MN,27
MN,6,Arson,32,MN,27
MN,7,Debris Burning,32,MN,27
MN,4,Smoking,31,MN,27
MN,8,Miscellaneous,29,MN,27
MN,7,Miscellaneous,29,MN,27
MN,7,Campfire,28,MN,27
MN,5,Smoking,27,MN,27
MN,8,Lightning,25,MN,27
MN,11,Equipment Use,25,MN,27
MN,12,Debris Burning,23,MN,27
MN,10,Powerline,22,MN,27
MN,5,Lightning,20,MN,27
MN,7,Fireworks,17,MN,27
MN,12,Arson,17,MN,27
MN,7,Lightning,16,MN,27
MN,4,Structure,13,MN,27
MN,6,Lightning,13,MN,27
MN,8,Children,13,MN,27
MN,8,Railroad,12,MN,27
MN,10,Structure,12,MN,27
MN,2,Debris Burning,11,MN,27
MN,6,Campfire,11,MN,27
MN,11,Children,10,MN,27
MN,12,Miscellaneous,10,MN,27
MN,5,Structure,9,MN,27
MN,8,Powerline,9,MN,27
MN,4,Fireworks,9,MN,27
MN,11,Campfire,9,MN,27
MN,5,Fireworks,9,MN,27
MN,10,Smoking,8,MN,27
MN,4,Lightning,8,MN,27
MN,3,Railroad,8,MN,27
MN,7,Children,7,MN,27
MN,2,Arson,7,MN,27
MN,9,Smoking,6,MN,27
MN,3,Smoking,6,MN,27
MN,2,Miscellaneous,6,MN,27
MN,2,Campfire,5,MN,27
MN,6,Children,5,MN,27
MN,1,Debris Burning,5,MN,27
MN,12,Equipment Use,5,MN,27
MN,11,Smoking,5,MN,27
MN,10,Lightning,5,MN,27
MN,6,Fireworks,4,MN,27
MN,6,Powerline,4,MN,27
MN,6,Railroad,4,MN,27
MN,8,Fireworks,4,MN,27
MN,10,Railroad,4,MN,27
MN,7,Railroad,3,MN,27
MN,3,Fireworks,3,MN,27
MN,7,Smoking,3,MN,27
MN,7,Structure,3,MN,27
MN,9,Powerline,3,MN,27
MN,9,Railroad,3,MN,27
MN,12,Campfire,3,MN,27
MN,1,Campfire,3,MN,27
MN,1,Arson,3,MN,27
MN,8,Smoking,2,MN,27
MN,8,Structure,2,MN,27
MN,9,Fireworks,2,MN,27
MN,9,Structure,2,MN,27
MN,10,Fireworks,2,MN,27
MN,11,Powerline,2,MN,27
MN,11,Structure,2,MN,27
MN,12,Powerline,2,MN,27
MN,12,Smoking,2,MN,27
MN,6,Smoking,2,MN,27
MN,3,Lightning,2,MN,27
MN,3,Structure,2,MN,27
MN,1,Children,1,MN,27
MN,1,Fireworks,1,MN,27
MN,1,Miscellaneous,1,MN,27
MN,2,Equipment Use,1,MN,27
MN,2,Railroad,1,MN,27
MN,2,Smoking,1,MN,27
MN,3,Powerline,1,MN,27
MN,6,Structure,1,MN,27
MN,7,Powerline,1,MN,27
MN,11,Railroad,1,MN,27
MN,12,Fireworks,1,MN,27
WA,8,Lightning,832,WA,53
WA,7,Lightning,586,WA,53
WA,7,Miscellaneous,441,WA,53
WA,8,Miscellaneous,418,WA,53
WA,8,Campfire,353,WA,53
WA,9,Lightning,340,WA,53
WA,7,Campfire,272,WA,53
WA,9,Campfire,258,WA,53
WA,7,Fireworks,253,WA,53
WA,9,Miscellaneous,233,WA,53
WA,6,Miscellaneous,189,WA,53
WA,4,Debris Burning,169,WA,53
WA,6,Lightning,159,WA,53
WA,7,Debris Burning,139,WA,53
WA,5,Debris Burning,120,WA,53
WA,6,Campfire,119,WA,53
WA,6,Debris Burning,107,WA,53
WA,8,Debris Burning,107,WA,53
WA,10,Miscellaneous,96,WA,53
WA,10,Campfire,82,WA,53
WA,3,Debris Burning,81,WA,53
WA,5,Miscellaneous,75,WA,53
WA,8,Equipment Use,74,WA,53
WA,7,Arson,70,WA,53
WA,5,Lightning,65,WA,53
WA,9,Arson,62,WA,53
WA,7,Equipment Use,61,WA,53
WA,8,Powerline,60,WA,53
WA,5,Campfire,59,WA,53
WA,9,Debris Burning,58,WA,53
WA,7,Powerline,58,WA,53
WA,8,Arson,51,WA,53
WA,10,Debris Burning,51,WA,53
WA,7,Children,44,WA,53
WA,8,Smoking,44,WA,53
WA,6,Arson,41,WA,53
WA,6,Equipment Use,40,WA,53
WA,9,Equipment Use,38,WA,53
WA,4,Miscellaneous,37,WA,53
WA,4,Arson,32,WA,53
WA,6,Fireworks,31,WA,53
WA,5,Arson,30,WA,53
WA,8,Children,30,WA,53
WA,10,Arson,29,WA,53
WA,4,Campfire,28,WA,53
WA,9,Children,27,WA,53
WA,9,Powerline,23,WA,53
WA,2,Debris Burning,22,WA,53
WA,7,Smoking,22,WA,53
WA,11,Campfire,21,WA,53
WA,9,Smoking,21,WA,53
WA,6,Children,19,WA,53
WA,3,Miscellaneous,17,WA,53
WA,6,Powerline,16,WA,53
WA,5,Equipment Use,16,WA,53
WA,11,Debris Burning,15,WA,53
WA,8,Structure,15,WA,53
WA,6,Smoking,14,WA,53
WA,10,Equipment Use,14,WA,53
WA,10,Lightning,14,WA,53
WA,8,Fireworks,13,WA,53
WA,7,Structure,13,WA,53
WA,3,Arson,13,WA,53
WA,11,Miscellaneous,11,WA,53
WA,8,Railroad,10,WA,53
WA,9,Structure,10,WA,53
WA,5,Powerline,9,WA,53
WA,3,Campfire,9,WA,53
WA,2,Miscellaneous,9,WA,53
WA,7,Railroad,8,WA,53
WA,11,Arson,7,WA,53
WA,5,Children,6,WA,53
WA,4,Lightning,6,WA,53
WA,2,Arson,6,WA,53
WA,6,Structure,6,WA,53
WA,10,Smoking,6,WA,53
WA,10,Children,5,WA,53
WA,2,Campfire,5,WA,53
WA,5,Fireworks,5,WA,53
WA,4,Structure,5,WA,53
WA,4,Children,5,WA,53
WA,3,Children,5,WA,53
WA,3,Lightning,4,WA,53
WA,4,Powerline,4,WA,53
WA,4,Smoking,4,WA,53
WA,10,Powerline,4,WA,53
WA,12,Debris Burning,4,WA,53
WA,1,Debris Burning,3,WA,53
WA,4,Equipment Use,3,WA,53
WA,6,Railroad,3,WA,53
WA,9,Fireworks,3,WA,53
WA,9,Railroad,3,WA,53
WA,10,Structure,3,WA,53
WA,12,Campfire,3,WA,53
WA,2,Structure,2,WA,53
WA,3,Equipment Use,2,WA,53
WA,3,Powerline,2,WA,53
WA,5,Smoking,2,WA,53
WA,5,Structure,2,WA,53
WA,1,Arson,2,WA,53
WA,1,Campfire,2,WA,53
WA,1,Miscellaneous,2,WA,53
WA,12,Arson,2,WA,53
WA,11,Lightning,1,WA,53
WA,12,Smoking,1,WA,53
WA,1,Equipment Use,1,WA,53
WA,1,Smoking,1,WA,53
WA,2,Equipment Use,1,WA,53
WA,3,Smoking,1,WA,53
WA,4,Fireworks,1,WA,53
WA,5,Railroad,1,WA,53
OK,3,Arson,796,OK,40
OK,1,Arson,513,OK,40
OK,7,Arson,386,OK,40
OK,2,Arson,367,OK,40
OK,3,Debris Burning,337,OK,40
OK,4,Arson,311,OK,40
OK,8,Arson,299,OK,40
OK,1,Debris Burning,262,OK,40
OK,9,Arson,245,OK,40
OK,10,Arson,208,OK,40
OK,11,Arson,203,OK,40
OK,3,Miscellaneous,188,OK,40
OK,2,Debris Burning,178,OK,40
OK,1,Miscellaneous,170,OK,40
OK,8,Lightning,149,OK,40
OK,12,Arson,140,OK,40
OK,7,Equipment Use,139,OK,40
OK,4,Debris Burning,127,OK,40
OK,2,Miscellaneous,112,OK,40
OK,8,Equipment Use,112,OK,40
OK,7,Miscellaneous,101,OK,40
OK,6,Arson,96,OK,40
OK,8,Miscellaneous,94,OK,40
OK,7,Debris Burning,89,OK,40
OK,8,Debris Burning,88,OK,40
OK,7,Lightning,84,OK,40
OK,7,Fireworks,76,OK,40
OK,4,Miscellaneous,75,OK,40
OK,12,Debris Burning,66,OK,40
OK,5,Arson,63,OK,40
OK,9,Debris Burning,63,OK,40
OK,6,Equipment Use,60,OK,40
OK,9,Equipment Use,59,OK,40
OK,9,Miscellaneous,54,OK,40
OK,10,Debris Burning,54,OK,40
OK,1,Equipment Use,52,OK,40
OK,11,Debris Burning,51,OK,40
OK,6,Debris Burning,51,OK,40
OK,10,Equipment Use,48,OK,40
OK,2,Equipment Use,42,OK,40
OK,11,Miscellaneous,39,OK,40
OK,3,Equipment Use,37,OK,40
OK,12,Miscellaneous,36,OK,40
OK,6,Lightning,31,OK,40
OK,9,Lightning,31,OK,40
OK,5,Debris Burning,29,OK,40
OK,4,Equipment Use,24,OK,40
OK,10,Miscellaneous,22,OK,40
OK,8,Powerline,20,OK,40
OK,5,Equipment Use,20,OK,40
OK,6,Miscellaneous,20,OK,40
OK,12,Equipment Use,18,OK,40
OK,11,Equipment Use,17,OK,40
OK,3,Campfire,17,OK,40
OK,1,Powerline,17,OK,40
OK,5,Miscellaneous,15,OK,40
OK,10,Lightning,14,OK,40
OK,9,Powerline,13,OK,40
OK,6,Powerline,12,OK,40
OK,2,Powerline,12,OK,40
OK,11,Campfire,12,OK,40
OK,2,Campfire,11,OK,40
OK,4,Powerline,10,OK,40
OK,3,Powerline,9,OK,40
OK,6,Fireworks,9,OK,40
OK,8,Children,9,OK,40
OK,7,Children,8,OK,40
OK,3,Lightning,8,OK,40
OK,7,Powerline,8,OK,40
OK,8,Campfire,7,OK,40
OK,6,Children,6,OK,40
OK,5,Lightning,6,OK,40
OK,1,Campfire,6,OK,40
OK,1,Children,6,OK,40
OK,9,Campfire,6,OK,40
OK,11,Powerline,5,OK,40
OK,4,Campfire,5,OK,40
OK,5,Campfire,5,OK,40
OK,8,Railroad,5,OK,40
OK,10,Powerline,5,OK,40
OK,10,Campfire,5,OK,40
OK,7,Smoking,4,OK,40
OK,12,Powerline,4,OK,40
OK,8,Smoking,4,OK,40
OK,7,Campfire,4,OK,40
